order_id,order_date,customer_id,customer_name,city,country,segment,product_id,product_name,category,sub_category,unit_price,quantity,discount
ORD-0089,2023-04-19,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,5,0.0
ORD-0090,2023-02-23,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,4,0.0
ORD-0091,2023-08-31,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0092,2023-01-04,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,2,0.0
ORD-0093,2025-11-22,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,2,0.0
ORD-0094,2023-06-01,C006,Fitri Handayani,Bali,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,2,0.0
ORD-0095,2023-12-17,C006,Fitri Handayani,Bali,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,5,0.0
ORD-0096,2023-01-27,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.0
ORD-0097,2025-06-13,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0098,2023-10-21,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,2,0.0
ORD-0099,2024-01-08,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.0
ORD-0100,2025-01-06,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.0
ORD-0101,2025-05-09,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.2
ORD-0102,2025-04-06,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,1,0.0
ORD-0103,2025-03-03,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,3,0.1
ORD-0104,2025-04-01,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0105,2025-08-11,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,3,0.0
ORD-0106,2025-06-18,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.0
ORD-0107,2025-01-12,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P004,Wireless Mouse,Technology,Accessories,35.0,1,0.2
ORD-0108,2025-10-08,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,4,0.0
ORD-0109,2025-07-21,C006,Fitri Handayani,Bali,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.2
ORD-0110,2025-06-30,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,5,0.0
ORD-0111,2023-07-02,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.1
ORD-0112,2023-11-30,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,2,0.0
ORD-0113,2025-06-01,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.1
ORD-0114,2023-07-17,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.0
ORD-0115,2024-10-11,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,1,0.0
ORD-0116,2023-08-01,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.0
ORD-0117,2025-03-18,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.0
ORD-0118,2023-01-25,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.2
ORD-0119,2023-08-05,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,2,0.2
ORD-0120,2024-09-21,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,2,0.0
ORD-0121,2023-05-06,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,4,0.1
ORD-0122,2024-04-01,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P005,USB-C Hub,Technology,Accessories,55.0,1,0.2
ORD-0123,2023-01-22,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P005,USB-C Hub,Technology,Accessories,55.0,1,0.0
ORD-0124,2025-04-22,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,4,0.2
ORD-0125,2025-09-12,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P003,"LED Monitor 24""",Technology,Displays,180.0,2,0.0
ORD-0126,2024-03-13,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0127,2025-10-19,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P007,Stapler,Office Supplies,Binders,15.0,2,0.0
ORD-0128,2023-03-27,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0129,2025-04-02,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.1
ORD-0130,2024-01-18,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,5,0.1
ORD-0131,2023-04-04,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,1,0.0
ORD-0132,2025-07-08,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,4,0.1
ORD-0133,2023-01-20,C006,Fitri Handayani,Bali,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,3,0.0
ORD-0134,2024-03-20,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,2,0.0
ORD-0135,2023-12-17,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,5,0.2
ORD-0136,2024-07-29,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0137,2025-05-30,C006,Fitri Handayani,Bali,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,2,0.0
ORD-0138,2024-07-04,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,2,0.1
ORD-0139,2024-11-10,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,3,0.0
ORD-0140,2025-04-18,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,4,0.2
ORD-0141,2025-08-17,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,4,0.0
ORD-0142,2023-12-01,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,4,0.2
ORD-0143,2025-04-13,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.2
ORD-0144,2023-01-28,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P007,Stapler,Office Supplies,Binders,15.0,2,0.1
ORD-0145,2025-03-23,C006,Fitri Handayani,Bali,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,2,0.1
ORD-0146,2025-08-11,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.2
ORD-0147,2024-10-31,C006,Fitri Handayani,Bali,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,2,0.0
ORD-0148,2024-04-22,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,3,0.1
ORD-0149,2024-12-08,C006,Fitri Handayani,Bali,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,5,0.0
ORD-0150,2023-08-31,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.0
ORD-0151,2025-12-16,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,1,0.2
ORD-0152,2023-06-03,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,1,0.0
ORD-0153,2024-04-18,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.0
ORD-0154,2024-05-16,C006,Fitri Handayani,Bali,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,1,0.1
ORD-0155,2023-09-02,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.0
ORD-0156,2025-09-17,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,5,0.2
ORD-0157,2025-01-21,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P005,USB-C Hub,Technology,Accessories,55.0,5,0.0
ORD-0158,2024-03-26,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.0
ORD-0159,2024-05-02,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P005,USB-C Hub,Technology,Accessories,55.0,3,0.0
ORD-0160,2025-06-27,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P003,"LED Monitor 24""",Technology,Displays,180.0,2,0.1
ORD-0161,2025-10-28,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,4,0.1
ORD-0162,2023-03-30,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.1
ORD-0163,2025-02-12,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,2,0.1
ORD-0164,2023-02-18,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0165,2024-01-07,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.0
ORD-0166,2025-04-07,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0167,2023-08-22,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P004,Wireless Mouse,Technology,Accessories,35.0,1,0.2
ORD-0168,2024-09-19,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,4,0.1
ORD-0169,2025-10-17,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,2,0.2
ORD-0170,2025-08-18,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P005,USB-C Hub,Technology,Accessories,55.0,1,0.1
ORD-0171,2024-09-25,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.1
ORD-0172,2025-06-02,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,4,0.2
ORD-0173,2025-07-23,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0174,2025-06-04,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.1
ORD-0175,2024-11-08,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P004,Wireless Mouse,Technology,Accessories,35.0,5,0.0
ORD-0176,2023-05-25,C006,Fitri Handayani,Bali,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,4,0.0
ORD-0177,2024-01-08,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.1
ORD-0178,2024-12-14,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,4,0.0
ORD-0179,2024-05-08,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P007,Stapler,Office Supplies,Binders,15.0,2,0.0
ORD-0180,2024-10-29,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,3,0.0
ORD-0181,2024-10-24,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P004,Wireless Mouse,Technology,Accessories,35.0,5,0.2
ORD-0182,2023-04-06,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.0
ORD-0183,2025-12-26,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,1,0.2
ORD-0184,2023-02-25,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.1
ORD-0185,2024-04-08,C006,Fitri Handayani,Bali,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,2,0.2
ORD-0186,2024-11-27,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,1,0.0
ORD-0187,2024-02-13,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P004,Wireless Mouse,Technology,Accessories,35.0,3,0.0
ORD-0188,2023-02-26,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,3,0.0
ORD-0189,2024-12-18,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,2,0.2
